31,953
32,23
33,46
34,47
35,46
36,47
37,46
38,47
39,47
40,46
41,47
42,46
43,47
44,46
45,47
46,46
47,47
48,46
49,47
50,116
51,20
52,4
53,46
54,61
55,63
56,50
57,47
58,46
59,46
60,47
61,47
63,34
64,38
65,46
66,48
67,62
68,62
69,62
70,62
71,48
72,116
74,26
75,45
76,46
77,47
78,46
79,47
80,46
81,47
82,46
83,47
84,47
85,46
86,47
87,46
88,47
89,46
95,37
96,22
97,47
98,47
99,46
100,47
101,115
102,4
103,20
104,47
105,46
106,47
107,47
108,46
109,47
110,46
111,47
112,51
113,62
114,62
115,49
116,46
117,47
118,46
119,47
120,45
121,48
122,46
123,116
124,3
125,21
126,46
127,47
128,47
129,46
130,47
131,46
132,47
133,46
134,47
135,47
136,46
137,47
138,46
139,47
140,46
141,47
142,47
143,46
144,47
145,109
147,46
148,31
149,46
150,47
151,47
152,46
153,47
154,46
155,47
156,46
157,47
158,47
159,49
160,93
161,94
162,93
163,63
164,47
165,115
166,10
167,15
168,46
169,47
170,46
171,47
172,46
173,47
174,46
175,47
176,47
177,46
178,47
179,46
180,47
181,22
182,8
183,46
184,47
185,47
186,46
187,47
188,46
189,116
190,16
191,8
192,47
193,46
194,46
195,47
196,47
197,46
198,47
199,46
200,47
201,47
202,46
203,47
204,46
205,47
206,46
208,19
209,18
210,47
211,46
212,47
213,47
214,115
215,16
216,8
217,47
218,46
219,46
220,47
221,47
222,46
223,47
224,47
225,46
226,82
227,93
227,68
